customer_id,signup_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,skin_type,marketing_consent,snapshot_date_x,churn_next_60d,split,snapshot_date_y,sessions_30d,product_views_30d,cart_adds_30d,wishlist_adds_30d,abandoned_carts_30d,email_opens_30d,campaign_clicks_30d,last_visit_days_ago,snapshot_date,last_campaign_received,last_campaign_cost,manual_priority_bucket
CUST00353,2024-07-07,Tier 3,25-34,Instagram,,Hair Care,Sensitive,Yes,2025-09-30,1,train,2025-09-30,4,22,1,1,0,3,1,27,2025-09-30,free_shipping,40,high
CUST00354,2024-08-11,Tier 2,45+,Referral,,Makeup,,Yes,2025-09-30,0,train,2025-09-30,4,24,1,0,0,3,1,16,2025-09-30,none,25,medium
CUST00355,2024-09-06,Tier 2,45+,Google Search,Gold,Wellness,Combination,Yes,2025-09-30,1,train,2025-09-30,4,14,2,0,1,5,2,32,2025-09-30,new_launch,12,high
CUST00356,2025-01-18,Tier 2,25-34,Referral,,Baby Care,Sensitive,Yes,2025-09-30,0,train,2025-09-30,10,44,4,2,1,4,1,7,2025-09-30,new_launch,40,low
CUST00357,2025-07-04,Tier 2,25-34,Instagram,Silver,Skin Care,,Yes,2025-09-30,1,validation,2025-09-30,9,53,4,1,2,8,1,2,2025-09-30,new_launch,0,medium
CUST00358,2025-03-21,Tier 3,25-34,Marketplace,,Hair Care,Sensitive,Yes,2025-09-30,1,train,2025-09-30,4,17,1,0,1,4,0,1,2025-09-30,free_shipping,40,high
CUST00359,2024-03-13,Tier 1,25-34,Google Search,,Baby Care,Combination,Yes,2025-09-30,0,train,2025-09-30,0,0,0,0,0,4,0,0,2025-09-30,none,25,low
CUST00360,2024-03-05,Tier 2,35-44,Marketplace,,Wellness,Oily,Yes,2025-09-30,0,train,2025-09-30,1,6,0,0,0,0,0,0,2025-09-30,bundle_discount,25,high
CUST00361,2025-03-24,Tier 3,25-34,Instagram,,Skin Care,,Yes,2025-09-30,1,train,2025-09-30,3,13,1,1,0,2,1,20,2025-09-30,new_launch,12,high
CUST00362,2024-05-27,Tier 3,25-34,Influencer,Gold,Baby Care,Oily,Yes,2025-09-30,0,train,2025-09-30,12,66,2,1,1,3,0,7,2025-09-30,none,40,low
CUST00363,2025-09-02,Tier 2,25-34,Instagram,,Makeup,,Yes,2025-09-30,0,train,2025-09-30,2,11,1,0,0,0,0,5,2025-09-30,none,40,medium
CUST00364,2024-06-13,Tier 2,18-24,Google Search,,Makeup,Normal,No,2025-09-30,1,train,2025-09-30,0,0,0,0,0,0,0,60,2025-09-30,new_launch,40,high
CUST00365,2025-04-17,Tier 1,25-34,Marketplace,,Skin Care,Normal,Yes,2025-09-30,1,validation,2025-09-30,7,31,3,2,2,0,0,21,2025-09-30,bundle_discount,0,high
CUST00366,2024-04-12,Tier 1,25-34,Instagram,,Hair Care,,Yes,2025-09-30,0,train,2025-09-30,2,6,1,0,0,0,0,26,2025-09-30,none,12,high
CUST00367,2024-11-19,Tier 1,45+,Google Search,Silver,Makeup,,Yes,2025-09-30,1,train,2025-09-30,1,3,0,0,0,5,1,33,2025-09-30,none,25,high
CUST00368,2025-05-06,Tier 1,25-34,Google Search,,Skin Care,Normal,Yes,2025-09-30,1,train,2025-09-30,7,32,2,1,1,1,0,12,2025-09-30,none,12,medium
CUST00369,2024-07-20,Tier 3,25-34,Instagram,,Skin Care,Normal,Yes,2025-09-30,1,validation,2025-09-30,7,23,1,1,0,2,1,0,2025-09-30,new_launch,12,medium
CUST00370,2024-08-05,Tier 2,45+,Referral,Platinum,Hair Care,Dry,Yes,2025-09-30,1,train,2025-09-30,8,25,1,0,1,5,1,29,2025-09-30,new_launch,18,high
CUST00371,2024-10-24,Tier 2,18-24,Instagram,,Skin Care,Dry,No,2025-09-30,1,train,2025-09-30,4,15,1,0,1,0,0,10,2025-09-30,welcome_offer,40,high
CUST00372,2025-06-10,Tier 1,18-24,Referral,,Fragrance,Dry,No,2025-09-30,0,train,2025-09-30,2,11,1,1,0,0,0,18,2025-09-30,welcome_offer,0,medium
CUST00373,2025-05-14,Tier 1,25-34,Instagram,Silver,Hair Care,Sensitive,Yes,2025-09-30,1,train,2025-09-30,9,37,4,1,2,6,1,20,2025-09-30,none,12,medium
CUST00374,2024-11-27,Tier 3,18-24,Marketplace,,Makeup,Normal,Yes,2025-09-30,1,train,2025-09-30,0,0,0,0,0,6,3,44,2025-09-30,none,0,high
CUST00375,2024-03-20,Tier 1,25-34,Influencer,,Hair Care,Sensitive,Yes,2025-09-30,1,train,2025-09-30,2,7,1,1,0,0,0,17,2025-09-30,free_shipping,0,high
CUST00376,2024-05-22,Tier 1,25-34,Referral,,Skin Care,Dry,Yes,2025-09-30,1,train,2025-09-30,5,25,1,1,1,1,0,12,2025-09-30,new_launch,18,medium
CUST00377,2024-12-04,Tier 2,35-44,Referral,,Skin Care,Combination,Yes,2025-09-30,1,validation,2025-09-30,10,41,3,3,0,7,0,16,2025-09-30,free_shipping,25,high
CUST00378,2025-06-08,Tier 2,18-24,Instagram,,Skin Care,Combination,Yes,2025-09-30,1,train,2025-09-30,4,10,2,0,1,1,0,1,2025-09-30,bundle_discount,0,high
CUST00379,2024-10-17,Tier 1,45+,Marketplace,,Hair Care,Dry,No,2025-09-30,1,test,2025-09-30,2,11,1,0,1,0,0,4,2025-09-30,bundle_discount,18,medium
CUST00380,2024-07-05,Tier 2,25-34,Instagram,Silver,Wellness,Normal,Yes,2025-09-30,0,train,2025-09-30,8,25,4,1,2,2,0,0,2025-09-30,new_launch,40,medium
CUST00381,2024-07-26,Tier 3,25-34,Marketplace,Gold,Baby Care,Dry,Yes,2025-09-30,1,train,2025-09-30,2,7,0,0,0,0,0,32,2025-09-30,free_shipping,18,high
CUST00382,2025-05-30,Tier 1,35-44,Marketplace,Gold,Baby Care,Oily,No,2025-09-30,0,train,2025-09-30,6,16,2,1,1,0,0,7,2025-09-30,bundle_discount,40,medium
CUST00383,2025-01-14,Tier 2,35-44,Referral,Gold,Hair Care,Combination,Yes,2025-09-30,0,train,2025-09-30,14,59,7,1,3,5,1,1,2025-09-30,none,25,medium
CUST00384,2025-08-12,Tier 1,18-24,Referral,,Fragrance,Sensitive,Yes,2025-09-30,0,test,2025-09-30,0,0,0,0,0,1,0,0,2025-09-30,bundle_discount,12,high
CUST00385,2024-01-08,Tier 1,25-34,Instagram,Silver,Makeup,Sensitive,Yes,2025-09-30,0,train,2025-09-30,6,29,2,0,1,3,1,25,2025-09-30,none,12,medium
CUST00386,2024-09-24,Tier 2,35-44,Google Search,,Makeup,Dry,Yes,2025-09-30,0,train,2025-09-30,13,64,6,1,3,4,2,1,2025-09-30,bundle_discount,12,low
CUST00387,2025-07-22,Tier 3,25-34,Referral,Silver,Hair Care,Dry,No,2025-09-30,0,train,2025-09-30,1,6,0,0,0,0,0,2,2025-09-30,free_shipping,12,high
CUST00388,2024-06-14,Tier 2,18-24,Organic,Silver,Baby Care,,Yes,2025-09-30,1,train,2025-09-30,6,16,0,1,0,8,3,0,2025-09-30,bundle_discount,0,medium
CUST00389,2024-04-03,Tier 2,35-44,Marketplace,,Skin Care,Sensitive,Yes,2025-09-30,0,train,2025-09-30,11,50,1,2,0,4,2,14,2025-09-30,new_launch,40,medium
CUST00390,2025-06-17,Tier 3,25-34,Instagram,Silver,Skin Care,Combination,Yes,2025-09-30,1,train,2025-09-30,4,15,2,1,1,5,1,5,2025-09-30,none,0,medium
CUST00391,2024-10-19,Tier 3,18-24,Referral,Silver,Baby Care,,Yes,2025-09-30,0,test,2025-09-30,4,15,1,0,0,0,0,0,2025-09-30,none,0,low
CUST00392,2024-10-09,Tier 1,35-44,Google Search,Silver,Hair Care,,Yes,2025-09-30,1,train,2025-09-30,4,17,1,1,1,4,1,34,2025-09-30,free_shipping,12,high
CUST00393,2025-07-26,Tier 1,45+,Influencer,,Baby Care,Dry,Yes,2025-09-30,0,train,2025-09-30,5,28,2,1,1,5,1,18,2025-09-30,new_launch,25,medium
CUST00394,2025-06-02,Tier 1,18-24,Google Search,Gold,Fragrance,Sensitive,No,2025-09-30,0,train,2025-09-30,12,44,2,3,0,0,0,4,2025-09-30,new_launch,12,medium
CUST00395,2025-01-21,Tier 2,25-34,Marketplace,Platinum,Hair Care,Combination,No,2025-09-30,0,train,2025-09-30,12,62,4,2,1,0,0,13,2025-09-30,welcome_offer,40,low
CUST00396,2025-01-26,Tier 3,25-34,Marketplace,,Hair Care,Sensitive,Yes,2025-09-30,0,validation,2025-09-30,10,37,4,2,3,9,2,0,2025-09-30,welcome_offer,0,medium
CUST00397,2024-04-05,Tier 2,25-34,Google Search,,Skin Care,Sensitive,Yes,2025-09-30,1,test,2025-09-30,3,13,1,1,1,7,2,22,2025-09-30,free_shipping,40,high
CUST00398,2024-07-13,Tier 1,25-34,Marketplace,Gold,Skin Care,Dry,No,2025-09-30,0,train,2025-09-30,11,37,2,1,1,0,0,0,2025-09-30,bundle_discount,40,medium
CUST00399,2024-05-02,Tier 2,45+,Marketplace,Silver,Makeup,Normal,No,2025-09-30,1,train,2025-09-30,3,17,0,1,0,0,0,45,2025-09-30,free_shipping,12,high
CUST00400,2025-08-11,Tier 2,35-44,Influencer,Gold,Skin Care,Dry,No,2025-09-30,0,train,2025-09-30,9,27,2,2,1,0,0,0,2025-09-30,none,12,medium
CUST00401,2025-07-07,Tier 1,18-24,Organic,Silver,Hair Care,Oily,Yes,2025-09-30,0,validation,2025-09-30,2,10,1,0,1,0,0,12,2025-09-30,welcome_offer,0,medium
CUST00402,2024-08-03,Tier 1,25-34,Google Search,Gold,Skin Care,Sensitive,Yes,2025-09-30,1,validation,2025-09-30,1,5,0,0,0,3,1,27,2025-09-30,none,12,high
CUST00403,2025-05-25,Tier 1,25-34,Marketplace,,Hair Care,Combination,Yes,2025-09-30,0,validation,2025-09-30,15,64,6,4,3,3,1,0,2025-09-30,none,0,low
CUST00404,2024-04-12,Tier 3,35-44,Referral,Gold,Skin Care,,Yes,2025-09-30,1,train,2025-09-30,1,6,0,0,0,2,1,31,2025-09-30,none,25,high
CUST00405,2025-06-13,Tier 1,25-34,Referral,,Fragrance,Oily,Yes,2025-09-30,1,train,2025-09-30,4,20,2,0,0,2,0,5,2025-09-30,new_launch,0,medium
CUST00406,2025-05-02,Tier 1,35-44,Marketplace,,Hair Care,Normal,No,2025-09-30,0,train,2025-09-30,10,34,1,1,0,0,0,5,2025-09-30,new_launch,0,medium
CUST00407,2025-09-12,Tier 2,18-24,Marketplace,,Makeup,Sensitive,Yes,2025-09-30,0,train,2025-09-30,0,0,0,0,0,0,0,11,2025-09-30,bundle_discount,25,high
CUST00408,2024-03-21,Tier 1,25-34,Marketplace,,Skin Care,Sensitive,Yes,2025-09-30,0,validation,2025-09-30,0,0,0,0,0,3,1,0,2025-09-30,free_shipping,12,high
CUST00409,2024-03-22,Tier 1,18-24,Google Search,,Skin Care,,Yes,2025-09-30,1,train,2025-09-30,11,31,3,2,2,5,1,4,2025-09-30,free_shipping,0,medium
CUST00410,2025-08-24,Tier 2,25-34,Instagram,Gold,Skin Care,Dry,Yes,2025-09-30,0,validation,2025-09-30,16,43,6,3,3,7,0,0,2025-09-30,none,12,medium
CUST00411,2024-06-19,Tier 1,25-34,Influencer,,Skin Care,Combination,Yes,2025-09-30,1,test,2025-09-30,1,5,0,0,0,1,0,54,2025-09-30,welcome_offer,25,high
CUST00412,2024-03-27,Tier 3,25-34,Google Search,,Skin Care,,Yes,2025-09-30,1,test,2025-09-30,0,0,0,0,0,2,0,60,2025-09-30,none,0,high
CUST00413,2024-12-31,Tier 1,35-44,Referral,Platinum,Baby Care,Sensitive,Yes,2025-09-30,0,train,2025-09-30,16,59,8,3,2,9,0,0,2025-09-30,new_launch,18,medium
CUST00414,2025-08-28,Tier 2,25-34,Marketplace,,Baby Care,,Yes,2025-09-30,1,test,2025-09-30,5,30,3,1,2,6,1,0,2025-09-30,none,18,medium
CUST00415,2024-04-01,Tier 1,25-34,Google Search,,Skin Care,Dry,Yes,2025-09-30,1,train,2025-09-30,1,3,0,0,0,5,2,11,2025-09-30,bundle_discount,40,high
CUST00416,2025-05-03,Tier 2,25-34,Organic,Silver,Makeup,Normal,Yes,2025-09-30,0,train,2025-09-30,4,12,1,1,1,0,0,11,2025-09-30,free_shipping,0,medium
CUST00417,2024-06-16,Tier 2,35-44,Organic,,Skin Care,,Yes,2025-09-30,1,test,2025-09-30,0,0,0,0,0,5,1,28,2025-09-30,welcome_offer,25,high
CUST00418,2024-10-05,Tier 2,25-34,Organic,,Fragrance,Dry,Yes,2025-09-30,0,test,2025-09-30,8,36,2,2,1,6,2,0,2025-09-30,welcome_offer,18,medium
CUST00419,2025-05-18,Tier 1,18-24,Instagram,,Skin Care,Oily,Yes,2025-09-30,1,train,2025-09-30,12,50,3,2,2,5,1,30,2025-09-30,new_launch,25,high
CUST00420,2024-04-02,Tier 2,18-24,Google Search,,Makeup,Sensitive,Yes,2025-09-30,0,validation,2025-09-30,14,82,5,1,1,5,0,0,2025-09-30,none,25,low
CUST00421,2024-05-29,Tier 2,18-24,Instagram,,Skin Care,Sensitive,No,2025-09-30,0,train,2025-09-30,4,18,1,1,1,0,0,0,2025-09-30,free_shipping,25,low
CUST00422,2024-09-11,Tier 3,25-34,Google Search,Platinum,Skin Care,,No,2025-09-30,1,train,2025-09-30,7,40,2,2,1,0,0,26,2025-09-30,new_launch,12,high
CUST00423,2024-11-15,Tier 1,45+,Marketplace,Silver,Baby Care,Oily,Yes,2025-09-30,1,train,2025-09-30,1,5,1,0,0,2,0,39,2025-09-30,new_launch,18,high
CUST00424,2024-08-11,Tier 1,45+,Referral,,Makeup,Normal,Yes,2025-09-30,1,train,2025-09-30,5,24,2,0,0,7,1,33,2025-09-30,bundle_discount,0,high
CUST00425,2025-05-01,Tier 1,35-44,Organic,,Hair Care,,Yes,2025-09-30,0,train,2025-09-30,12,46,4,2,2,9,2,25,2025-09-30,new_launch,25,high
CUST00426,2024-03-02,Tier 1,25-34,Referral,,Hair Care,Sensitive,No,2025-09-30,1,train,2025-09-30,8,46,1,1,1,0,0,18,2025-09-30,new_launch,18,high
CUST00427,2025-03-25,Tier 1,35-44,Google Search,Silver,Skin Care,Oily,Yes,2025-09-30,1,validation,2025-09-30,4,12,2,1,1,1,0,6,2025-09-30,new_launch,40,medium
CUST00428,2024-07-13,Tier 2,25-34,Google Search,,Fragrance,Normal,No,2025-09-30,0,train,2025-09-30,1,5,0,0,0,0,0,10,2025-09-30,bundle_discount,12,medium
CUST00429,2024-10-29,Tier 2,35-44,Referral,Silver,Hair Care,,Yes,2025-09-30,0,train,2025-09-30,13,76,2,2,1,8,2,9,2025-09-30,new_launch,12,medium
CUST00430,2024-09-01,Tier 1,25-34,Influencer,Silver,Skin Care,,Yes,2025-09-30,0,train,2025-09-30,0,0,0,0,0,2,0,0,2025-09-30,none,18,low
CUST00431,2024-11-25,Tier 2,18-24,Instagram,Gold,Skin Care,Oily,Yes,2025-09-30,1,train,2025-09-30,1,3,0,0,0,5,1,31,2025-09-30,free_shipping,25,high
CUST00432,2025-02-01,Tier 2,25-34,Marketplace,,Hair Care,Normal,Yes,2025-09-30,1,train,2025-09-30,9,30,4,2,2,9,0,18,2025-09-30,welcome_offer,12,high
CUST00433,2024-03-22,Tier 2,25-34,Google Search,Silver,Fragrance,Sensitive,No,2025-09-30,0,train,2025-09-30,10,59,1,0,0,0,0,6,2025-09-30,free_shipping,40,medium
CUST00434,2024-03-13,Tier 1,35-44,Instagram,,Skin Care,Dry,Yes,2025-09-30,0,train,2025-09-30,2,8,0,0,0,2,1,47,2025-09-30,bundle_discount,40,high
CUST00435,2024-07-02,Tier 2,25-34,Marketplace,Silver,Baby Care,,Yes,2025-09-30,1,train,2025-09-30,1,3,0,0,0,2,1,48,2025-09-30,free_shipping,40,high
CUST00436,2024-07-03,Tier 2,25-34,Marketplace,,Baby Care,Sensitive,No,2025-09-30,0,validation,2025-09-30,2,8,0,1,0,0,0,23,2025-09-30,none,0,medium
CUST00437,2025-02-26,Tier 2,35-44,Marketplace,Silver,Baby Care,Dry,Yes,2025-09-30,0,test,2025-09-30,0,0,0,0,0,0,0,33,2025-09-30,free_shipping,0,high
CUST00438,2025-04-08,Tier 1,25-34,Marketplace,Platinum,Baby Care,Normal,Yes,2025-09-30,1,test,2025-09-30,6,22,1,1,1,7,2,22,2025-09-30,new_launch,0,medium
CUST00439,2024-08-07,Tier 1,35-44,Organic,Silver,Skin Care,Normal,Yes,2025-09-30,1,train,2025-09-30,7,18,3,1,1,0,0,18,2025-09-30,new_launch,12,high
CUST00440,2025-04-16,Tier 1,25-34,Google Search,Silver,Skin Care,Sensitive,Yes,2025-09-30,1,train,2025-09-30,5,16,3,1,2,0,0,8,2025-09-30,none,25,medium
CUST00441,2024-11-28,Tier 1,35-44,Organic,Silver,Baby Care,Oily,Yes,2025-09-30,1,train,2025-09-30,1,5,0,0,0,0,0,33,2025-09-30,free_shipping,25,high
CUST00442,2024-03-21,Tier 3,35-44,Google Search,Gold,Hair Care,Oily,No,2025-09-30,1,test,2025-09-30,2,8,1,0,0,0,0,22,2025-09-30,none,40,medium
CUST00443,2024-01-12,Tier 2,25-34,Instagram,,Hair Care,Normal,Yes,2025-09-30,1,train,2025-09-30,2,8,1,0,0,4,0,54,2025-09-30,none,12,high
CUST00444,2025-02-06,Tier 2,45+,Referral,,Hair Care,Combination,Yes,2025-09-30,1,train,2025-09-30,1,4,0,0,0,2,1,51,2025-09-30,free_shipping,0,high
CUST00445,2025-07-15,Tier 1,25-34,Referral,Silver,Skin Care,Dry,Yes,2025-09-30,0,train,2025-09-30,4,11,1,0,1,7,1,5,2025-09-30,bundle_discount,40,low
CUST00446,2025-07-28,Tier 2,25-34,Google Search,,Makeup,Sensitive,Yes,2025-09-30,1,train,2025-09-30,9,48,4,3,1,2,0,3,2025-09-30,welcome_offer,12,low
CUST00447,2025-01-09,Tier 1,25-34,Marketplace,,Hair Care,Sensitive,Yes,2025-09-30,0,train,2025-09-30,6,16,3,0,2,3,1,18,2025-09-30,none,12,medium
CUST00448,2024-02-15,Tier 1,45+,Marketplace,,Makeup,Oily,Yes,2025-09-30,1,train,2025-09-30,11,31,4,0,1,6,3,18,2025-09-30,free_shipping,0,high
CUST00449,2024-10-21,Tier 2,18-24,Instagram,,Skin Care,Dry,No,2025-09-30,1,train,2025-09-30,1,5,1,0,1,0,0,60,2025-09-30,free_shipping,18,high
CUST00450,2025-07-15,Tier 2,25-34,Instagram,Silver,Skin Care,Normal,No,2025-09-30,0,train,2025-09-30,5,27,1,1,1,0,0,2,2025-09-30,free_shipping,40,medium
CUST00451,2024-07-24,Tier 2,35-44,Instagram,Silver,Skin Care,Combination,Yes,2025-09-30,0,validation,2025-09-30,3,16,1,0,1,0,0,4,2025-09-30,none,18,low
CUST00452,2024-04-20,Tier 3,18-24,Marketplace,,Hair Care,,Yes,2025-09-30,1,train,2025-09-30,2,10,1,0,0,0,0,53,2025-09-30,none,40,high
CUST00453,2024-07-09,Tier 3,18-24,Referral,Silver,Skin Care,Normal,Yes,2025-09-30,0,train,2025-09-30,1,4,0,0,0,0,0,6,2025-09-30,welcome_offer,12,medium
CUST00454,2024-12-26,Tier 1,25-34,Influencer,Platinum,Skin Care,Oily,Yes,2025-09-30,0,test,2025-09-30,17,99,3,2,1,10,1,0,2025-09-30,new_launch,12,medium
CUST00455,2024-01-31,Tier 3,45+,Instagram,,Hair Care,Dry,Yes,2025-09-30,1,train,2025-09-30,0,0,0,0,0,0,0,51,2025-09-30,bundle_discount,18,high
CUST00456,2024-08-20,Tier 2,25-34,Referral,,Baby Care,Combination,Yes,2025-09-30,1,train,2025-09-30,0,0,0,0,0,4,1,37,2025-09-30,bundle_discount,0,high
CUST00457,2024-07-26,Tier 1,35-44,Marketplace,,Skin Care,Dry,Yes,2025-09-30,1,train,2025-09-30,1,3,0,0,0,0,0,60,2025-09-30,free_shipping,12,high
CUST00458,2025-06-29,Tier 1,45+,Google Search,Gold,Makeup,Sensitive,No,2025-09-30,0,validation,2025-09-30,4,12,1,1,0,0,0,15,2025-09-30,welcome_offer,12,low
CUST00459,2024-10-07,Tier 1,18-24,Instagram,,Wellness,Normal,Yes,2025-09-30,1,train,2025-09-30,5,18,2,1,1,2,0,49,2025-09-30,new_launch,0,high
CUST00460,2024-01-27,Tier 2,25-34,Referral,,Baby Care,,Yes,2025-09-30,0,test,2025-09-30,8,39,2,2,0,3,1,14,2025-09-30,free_shipping,40,medium
CUST00461,2024-06-16,Tier 1,18-24,Organic,,Skin Care,Combination,Yes,2025-09-30,1,train,2025-09-30,3,10,0,1,0,3,1,41,2025-09-30,none,40,high
CUST00462,2024-06-30,Tier 3,45+,Organic,,Hair Care,Combination,No,2025-09-30,1,train,2025-09-30,2,8,1,0,0,0,0,0,2025-09-30,welcome_offer,18,low
CUST00463,2025-01-24,Tier 1,35-44,Influencer,,Baby Care,,No,2025-09-30,0,train,2025-09-30,0,0,0,0,0,0,0,3,2025-09-30,new_launch,18,low
CUST00464,2024-02-13,Tier 1,35-44,Referral,Platinum,Skin Care,Combination,Yes,2025-09-30,1,validation,2025-09-30,6,17,1,0,0,2,1,20,2025-09-30,none,18,high
CUST00465,2025-02-11,Tier 2,35-44,Google Search,,Skin Care,Oily,Yes,2025-09-30,1,train,2025-09-30,3,13,1,0,1,2,1,34,2025-09-30,none,40,high
CUST00466,2024-04-02,Tier 1,35-44,Organic,Gold,Makeup,Dry,Yes,2025-09-30,0,validation,2025-09-30,9,39,4,1,1,7,2,2,2025-09-30,welcome_offer,0,low
CUST00467,2024-07-25,Tier 1,35-44,Google Search,Silver,Makeup,Dry,Yes,2025-09-30,0,train,2025-09-30,7,19,4,0,2,7,1,0,2025-09-30,none,18,low
CUST00468,2025-01-06,Tier 2,18-24,Marketplace,Platinum,Baby Care,Dry,Yes,2025-09-30,1,train,2025-09-30,1,3,0,0,0,4,1,36,2025-09-30,none,40,high
CUST00469,2025-08-02,Tier 3,35-44,Instagram,,Makeup,Oily,Yes,2025-09-30,0,train,2025-09-30,8,48,1,1,0,2,0,5,2025-09-30,free_shipping,40,low
CUST00470,2024-07-04,Tier 1,18-24,Instagram,Silver,Skin Care,Combination,Yes,2025-09-30,1,train,2025-09-30,1,6,0,0,0,0,0,41,2025-09-30,free_shipping,0,high
CUST00471,2025-05-20,Tier 2,25-34,Referral,,Skin Care,Normal,Yes,2025-09-30,1,train,2025-09-30,5,29,2,1,1,5,0,27,2025-09-30,none,40,high
CUST00472,2024-07-31,Tier 1,18-24,Marketplace,,Fragrance,,Yes,2025-09-30,0,train,2025-09-30,0,0,0,0,0,0,0,29,2025-09-30,none,12,high
CUST00473,2024-04-21,Tier 1,25-34,Marketplace,Silver,Makeup,Normal,Yes,2025-09-30,1,train,2025-09-30,0,0,0,0,0,0,0,25,2025-09-30,bundle_discount,18,high
CUST00474,2025-01-03,Tier 1,45+,Google Search,,Hair Care,Oily,No,2025-09-30,0,validation,2025-09-30,5,18,2,1,0,0,0,1,2025-09-30,free_shipping,18,low
CUST00475,2024-05-04,Tier 1,35-44,Referral,,Makeup,Normal,Yes,2025-09-30,0,train,2025-09-30,2,8,1,0,0,1,0,6,2025-09-30,none,25,medium
CUST00476,2024-03-30,Tier 2,25-34,Influencer,Platinum,Skin Care,Normal,No,2025-09-30,1,train,2025-09-30,6,28,3,1,1,0,0,24,2025-09-30,bundle_discount,12,high
CUST00477,2024-05-12,Tier 2,25-34,Marketplace,,Fragrance,Normal,Yes,2025-09-30,0,train,2025-09-30,2,8,1,1,0,3,1,11,2025-09-30,bundle_discount,25,medium
CUST00478,2025-04-21,Tier 1,25-34,Organic,Silver,Wellness,Combination,Yes,2025-09-30,0,train,2025-09-30,8,35,3,1,2,3,1,0,2025-09-30,welcome_offer,18,low
CUST00479,2024-07-25,Tier 1,35-44,Instagram,,Baby Care,Oily,Yes,2025-09-30,1,train,2025-09-30,5,20,1,1,1,1,0,42,2025-09-30,bundle_discount,25,high
CUST00480,2024-01-30,Tier 1,35-44,Organic,Gold,Hair Care,Combination,No,2025-09-30,1,test,2025-09-30,2,6,0,0,0,0,0,28,2025-09-30,bundle_discount,18,high
CUST00481,2025-07-03,Tier 2,35-44,Organic,Gold,Skin Care,Normal,Yes,2025-09-30,0,train,2025-09-30,10,53,2,1,1,8,1,4,2025-09-30,free_shipping,25,medium
CUST00482,2024-08-01,Tier 1,25-34,Influencer,Silver,Skin Care,Dry,Yes,2025-09-30,0,test,2025-09-30,15,66,3,2,1,12,1,19,2025-09-30,none,25,low
CUST00483,2024-06-18,Tier 1,25-34,Marketplace,Gold,Makeup,,No,2025-09-30,0,train,2025-09-30,3,10,1,1,1,0,0,10,2025-09-30,new_launch,0,high
CUST00484,2024-08-31,Tier 3,25-34,Google Search,,Skin Care,Sensitive,No,2025-09-30,0,train,2025-09-30,9,36,1,1,0,0,0,16,2025-09-30,free_shipping,0,medium
CUST00485,2024-01-26,Tier 3,35-44,Instagram,,Hair Care,Normal,Yes,2025-09-30,1,train,2025-09-30,1,4,1,0,1,2,1,49,2025-09-30,new_launch,18,high
CUST00486,2025-06-12,Tier 1,35-44,Marketplace,,Makeup,Normal,Yes,2025-09-30,0,train,2025-09-30,10,28,3,2,2,1,0,9,2025-09-30,new_launch,18,medium
CUST00487,2024-03-30,Tier 3,25-34,Instagram,Silver,Makeup,Oily,Yes,2025-09-30,0,train,2025-09-30,2,10,1,0,1,0,0,14,2025-09-30,new_launch,12,medium
CUST00488,2024-07-16,Tier 2,25-34,Organic,Silver,Skin Care,Dry,Yes,2025-09-30,1,train,2025-09-30,8,43,2,0,1,5,1,51,2025-09-30,free_shipping,25,high
CUST00489,2024-07-30,Tier 2,25-34,Google Search,Gold,Fragrance,Normal,Yes,2025-09-30,1,train,2025-09-30,10,52,5,1,3,3,0,32,2025-09-30,bundle_discount,25,high
CUST00490,2025-03-30,Tier 1,18-24,Influencer,,Hair Care,Oily,Yes,2025-09-30,0,train,2025-09-30,8,45,4,2,2,5,1,11,2025-09-30,welcome_offer,0,medium
CUST00491,2025-04-01,Tier 1,25-34,Organic,Silver,Makeup,Normal,Yes,2025-09-30,0,test,2025-09-30,10,40,3,2,1,5,1,20,2025-09-30,none,12,high
CUST00492,2024-04-05,Tier 3,35-44,Referral,,Makeup,,No,2025-09-30,0,train,2025-09-30,0,0,0,0,0,0,0,16,2025-09-30,welcome_offer,40,high
CUST00493,2024-09-21,Tier 1,45+,Marketplace,Silver,Makeup,Sensitive,Yes,2025-09-30,1,test,2025-09-30,10,41,4,2,2,8,3,21,2025-09-30,new_launch,12,high
CUST00494,2025-04-17,Tier 1,35-44,Google Search,,Hair Care,Combination,No,2025-09-30,0,validation,2025-09-30,6,19,2,1,1,0,0,0,2025-09-30,bundle_discount,25,low
CUST00495,2024-11-05,Tier 1,25-34,Google Search,Silver,Baby Care,Combination,Yes,2025-09-30,0,train,2025-09-30,4,12,1,0,0,0,0,0,2025-09-30,welcome_offer,12,medium
CUST00496,2025-03-21,Tier 1,25-34,Marketplace,,Makeup,,No,2025-09-30,0,train,2025-09-30,4,20,0,1,0,0,0,10,2025-09-30,welcome_offer,40,low
CUST00497,2025-04-19,Tier 1,25-34,Referral,,Hair Care,Normal,Yes,2025-09-30,1,train,2025-09-30,1,5,0,0,0,6,2,32,2025-09-30,none,12,high
CUST00498,2025-05-21,Tier 1,25-34,Instagram,,Baby Care,,No,2025-09-30,0,train,2025-09-30,3,17,1,1,0,0,0,0,2025-09-30,new_launch,40,low
CUST00499,2024-10-25,Tier 2,25-34,Instagram,Silver,Hair Care,Normal,No,2025-09-30,0,train,2025-09-30,1,6,0,0,0,0,0,9,2025-09-30,none,25,high
